baseline_id,window_id,recording_id,window_size,segment_idx,der,miss_rate,fa_rate,conf_rate,pred_segments,clip_window_clip_adjusted_segments,clip_window_clip_dropped_segments,clip_window_clip_trimmed_ms
rule_recover_matched_label,R8009_M8020:30:13,R8009_M8020,30,13,0.1099,0.0168,0.0931,0.0,5,,,
rule_recover_matched_label,R8009_M8020:30:14,R8009_M8020,30,14,0.1057,0.0227,0.083,0.0,3,,,
rule_recover_uncovered_only,R8001_M8004:30:0,R8001_M8004,30,0,0.229,0.1614,0.0123,0.0553,8,,,
rule_recover_uncovered_only,R8001_M8004:30:1,R8001_M8004,30,1,0.4016,0.1839,0.0063,0.2115,9,,,
rule_recover_uncovered_only,R8001_M8004:30:2,R8001_M8004,30,2,0.216,0.1898,0.0261,0.0,14,,,
rule_recover_uncovered_only,R8001_M8004:30:3,R8001_M8004,30,3,0.1905,0.1123,0.0602,0.0181,20,,,
rule_recover_uncovered_only,R8001_M8004:30:4,R8001_M8004,30,4,0.6843,0.398,0.0,0.2863,7,,,
rule_recover_uncovered_only,R8001_M8004:30:5,R8001_M8004,30,5,0.7048,0.5271,0.0004,0.1773,9,1,,52
rule_recover_uncovered_only,R8001_M8004:30:6,R8001_M8004,30,6,0.6824,0.4814,0.0,0.201,6,,,
rule_recover_uncovered_only,R8001_M8004:30:7,R8001_M8004,30,7,0.1841,0.1571,0.0242,0.0028,13,,,
rule_recover_uncovered_only,R8001_M8004:30:8,R8001_M8004,30,8,0.5126,0.4607,0.0,0.052,14,,,
rule_recover_uncovered_only,R8001_M8004:30:9,R8001_M8004,30,9,0.6636,0.3527,0.0,0.3109,9,,,
rule_recover_uncovered_only,R8001_M8004:30:10,R8001_M8004,30,10,0.2805,0.2129,0.0059,0.0617,21,,,
rule_recover_uncovered_only,R8001_M8004:30:11,R8001_M8004,30,11,0.2661,0.2641,0.0,0.002,6,,,
rule_recover_uncovered_only,R8001_M8004:30:12,R8001_M8004,30,12,0.5893,0.4369,0.0,0.1524,8,1,,192
rule_recover_uncovered_only,R8001_M8004:30:13,R8001_M8004,30,13,0.3964,0.2864,0.0051,0.105,23,,,
rule_recover_uncovered_only,R8001_M8004:30:14,R8001_M8004,30,14,0.2083,0.1271,0.0555,0.0257,14,,,
rule_recover_uncovered_only,R8003_M8001:30:0,R8003_M8001,30,0,0.1724,0.1335,0.023,0.0159,20,,,
rule_recover_uncovered_only,R8003_M8001:30:1,R8003_M8001,30,1,0.0473,0.0435,0.0038,0.0,20,,,
rule_recover_uncovered_only,R8003_M8001:30:2,R8003_M8001,30,2,0.2073,0.1699,0.0221,0.0153,20,,,
rule_recover_uncovered_only,R8003_M8001:30:3,R8003_M8001,30,3,0.0498,0.0319,0.0179,0.0,11,,,
rule_recover_uncovered_only,R8003_M8001:30:4,R8003_M8001,30,4,0.1873,0.167,0.005,0.0154,13,,,
rule_recover_uncovered_only,R8003_M8001:30:5,R8003_M8001,30,5,0.1344,0.076,0.0551,0.0033,20,,,
rule_recover_uncovered_only,R8003_M8001:30:6,R8003_M8001,30,6,0.0887,0.0377,0.0511,0.0,5,,,
rule_recover_uncovered_only,R8003_M8001:30:7,R8003_M8001,30,7,0.2119,0.1637,0.0291,0.0191,22,,,
rule_recover_uncovered_only,R8003_M8001:30:8,R8003_M8001,30,8,0.428,0.321,0.0486,0.0585,13,,,
rule_recover_uncovered_only,R8003_M8001:30:9,R8003_M8001,30,9,3.2459,0.1101,2.8175,0.3183,14,,,
rule_recover_uncovered_only,R8003_M8001:30:10,R8003_M8001,30,10,0.2419,0.1994,0.0154,0.027,18,,,
rule_recover_uncovered_only,R8003_M8001:30:11,R8003_M8001,30,11,0.2929,0.116,0.0292,0.1477,14,1,,133
rule_recover_uncovered_only,R8003_M8001:30:12,R8003_M8001,30,12,0.0782,0.0508,0.0168,0.0106,23,,,
rule_recover_uncovered_only,R8003_M8001:30:13,R8003_M8001,30,13,0.3738,0.1435,0.0117,0.2187,12,1,,392
rule_recover_uncovered_only,R8003_M8001:30:14,R8003_M8001,30,14,0.751,0.1978,0.3893,0.1639,13,,,
rule_recover_uncovered_only,R8007_M8010:30:0,R8007_M8010,30,0,0.3145,0.2641,0.0251,0.0253,22,,,
rule_recover_uncovered_only,R8007_M8010:30:1,R8007_M8010,30,1,0.4212,0.3605,0.0202,0.0405,27,,,
rule_recover_uncovered_only,R8007_M8010:30:2,R8007_M8010,30,2,0.3188,0.2781,0.0037,0.037,13,,,
rule_recover_uncovered_only,R8007_M8010:30:3,R8007_M8010,30,3,0.2936,0.2332,0.0171,0.0433,22,,,
rule_recover_uncovered_only,R8007_M8010:30:4,R8007_M8010,30,4,0.2709,0.1826,0.0166,0.0717,15,,,
rule_recover_uncovered_only,R8007_M8010:30:5,R8007_M8010,30,5,0.3657,0.3237,0.0168,0.0252,17,,,
rule_recover_uncovered_only,R8007_M8010:30:6,R8007_M8010,30,6,0.2658,0.22,0.0206,0.0253,17,,,
rule_recover_uncovered_only,R8007_M8010:30:7,R8007_M8010,30,7,0.4528,0.4216,0.0,0.0312,23,1,,113
rule_recover_uncovered_only,R8007_M8010:30:8,R8007_M8010,30,8,0.2749,0.1997,0.0343,0.0409,23,,,
rule_recover_uncovered_only,R8007_M8010:30:9,R8007_M8010,30,9,0.3171,0.1761,0.0327,0.1083,15,,,
rule_recover_uncovered_only,R8007_M8010:30:10,R8007_M8010,30,10,0.389,0.2901,0.0069,0.0919,16,,,
rule_recover_uncovered_only,R8007_M8010:30:11,R8007_M8010,30,11,0.3277,0.2911,0.0275,0.0091,16,,,
rule_recover_uncovered_only,R8007_M8010:30:12,R8007_M8010,30,12,0.3202,0.248,0.0252,0.047,14,,,
rule_recover_uncovered_only,R8007_M8010:30:13,R8007_M8010,30,13,0.4469,0.3303,0.0071,0.1096,16,,,
rule_recover_uncovered_only,R8007_M8010:30:14,R8007_M8010,30,14,0.4443,0.1943,0.0898,0.1601,22,,,
rule_recover_uncovered_only,R8007_M8011:30:0,R8007_M8011,30,0,0.0292,0.0004,0.0289,0.0,1,,,
rule_recover_uncovered_only,R8007_M8011:30:1,R8007_M8011,30,1,0.2016,0.1655,0.0318,0.0043,3,,,
rule_recover_uncovered_only,R8007_M8011:30:2,R8007_M8011,30,2,0.4989,0.2762,0.0131,0.2096,8,,,
rule_recover_uncovered_only,R8007_M8011:30:3,R8007_M8011,30,3,0.3373,0.1978,0.0106,0.1289,12,,,
rule_recover_uncovered_only,R8007_M8011:30:4,R8007_M8011,30,4,0.2871,0.1966,0.014,0.0765,20,,,
rule_recover_uncovered_only,R8007_M8011:30:5,R8007_M8011,30,5,0.1944,0.1615,0.0293,0.0036,10,,,
rule_recover_uncovered_only,R8007_M8011:30:6,R8007_M8011,30,6,0.1864,0.0861,0.0296,0.0707,4,,,
rule_recover_uncovered_only,R8007_M8011:30:7,R8007_M8011,30,7,0.2778,0.2254,0.005,0.0474,9,,,
rule_recover_uncovered_only,R8007_M8011:30:8,R8007_M8011,30,8,0.3416,0.1529,0.0666,0.1222,25,,,
rule_recover_uncovered_only,R8007_M8011:30:9,R8007_M8011,30,9,0.4135,0.2559,0.0003,0.1573,8,1,,392
rule_recover_uncovered_only,R8007_M8011:30:10,R8007_M8011,30,10,0.4363,0.1255,0.0474,0.2634,12,,,
rule_recover_uncovered_only,R8007_M8011:30:11,R8007_M8011,30,11,0.3276,0.2331,0.0103,0.0842,15,,,
rule_recover_uncovered_only,R8007_M8011:30:12,R8007_M8011,30,12,0.252,0.2167,0.0085,0.0268,7,,,
rule_recover_uncovered_only,R8007_M8011:30:13,R8007_M8011,30,13,0.2478,0.0706,0.0492,0.128,6,,,
rule_recover_uncovered_only,R8007_M8011:30:14,R8007_M8011,30,14,0.2101,0.2101,0.0,0.0,2,,,
rule_recover_uncovered_only,R8008_M8013:30:0,R8008_M8013,30,0,0.1008,0.0732,0.0203,0.0073,12,,,
rule_recover_uncovered_only,R8008_M8013:30:1,R8008_M8013,30,1,0.1832,0.1314,0.0387,0.0131,8,,,
rule_recover_uncovered_only,R8008_M8013:30:2,R8008_M8013,30,2,0.2364,0.1458,0.088,0.0025,10,,,
rule_recover_uncovered_only,R8008_M8013:30:3,R8008_M8013,30,3,0.1271,0.0218,0.0602,0.045,1,,,
rule_recover_uncovered_only,R8008_M8013:30:4,R8008_M8013,30,4,0.2592,0.1229,0.0379,0.0984,6,,,
rule_recover_uncovered_only,R8008_M8013:30:5,R8008_M8013,30,5,0.3157,0.1595,0.0073,0.1489,12,,,
rule_recover_uncovered_only,R8008_M8013:30:6,R8008_M8013,30,6,0.3965,0.27,0.0452,0.0813,14,,,
rule_recover_uncovered_only,R8008_M8013:30:7,R8008_M8013,30,7,0.404,0.2642,0.0102,0.1296,10,1,1,32
rule_recover_uncovered_only,R8008_M8013:30:8,R8008_M8013,30,8,0.4398,0.2429,0.0218,0.175,19,,,
rule_recover_uncovered_only,R8008_M8013:30:9,R8008_M8013,30,9,0.1744,0.0842,0.05,0.0401,12,,,
rule_recover_uncovered_only,R8008_M8013:30:10,R8008_M8013,30,10,0.2696,0.1119,0.1232,0.0345,12,,,
rule_recover_uncovered_only,R8008_M8013:30:11,R8008_M8013,30,11,0.2129,0.1873,0.0133,0.0123,6,,,
rule_recover_uncovered_only,R8008_M8013:30:12,R8008_M8013,30,12,0.2737,0.1846,0.0058,0.0833,2,,,
rule_recover_uncovered_only,R8008_M8013:30:13,R8008_M8013,30,13,0.3055,0.1861,0.0447,0.0746,12,,,
rule_recover_uncovered_only,R8008_M8013:30:14,R8008_M8013,30,14,0.1827,0.102,0.0539,0.0268,12,,,
rule_recover_uncovered_only,R8009_M8018:30:0,R8009_M8018,30,0,0.1802,0.1665,0.0114,0.0023,14,,,
rule_recover_uncovered_only,R8009_M8018:30:1,R8009_M8018,30,1,0.0757,0.0631,0.0077,0.0049,6,,,
rule_recover_uncovered_only,R8009_M8018:30:2,R8009_M8018,30,2,0.1143,0.0892,0.0251,0.0,10,,,
rule_recover_uncovered_only,R8009_M8018:30:3,R8009_M8018,30,3,0.2013,0.136,0.0405,0.0247,23,1,,392
rule_recover_uncovered_only,R8009_M8018:30:4,R8009_M8018,30,4,0.1084,0.0338,0.0729,0.0016,6,,,
rule_recover_uncovered_only,R8009_M8018:30:5,R8009_M8018,30,5,0.1191,0.0463,0.0565,0.0163,7,,,
rule_recover_uncovered_only,R8009_M8018:30:6,R8009_M8018,30,6,0.1819,0.1135,0.0359,0.0324,25,1,,392
rule_recover_uncovered_only,R8009_M8018:30:7,R8009_M8018,30,7,0.1234,0.0944,0.0203,0.0087,11,,,
rule_recover_uncovered_only,R8009_M8018:30:8,R8009_M8018,30,8,0.1135,0.0975,0.016,0.0,7,,,
rule_recover_uncovered_only,R8009_M8018:30:9,R8009_M8018,30,9,0.1494,0.1171,0.0319,0.0003,9,,,
rule_recover_uncovered_only,R8009_M8018:30:10,R8009_M8018,30,10,0.1534,0.1027,0.0507,0.0,16,,,
rule_recover_uncovered_only,R8009_M8018:30:11,R8009_M8018,30,11,0.1561,0.1417,0.0144,0.0,16,,,
rule_recover_uncovered_only,R8009_M8018:30:12,R8009_M8018,30,12,0.1608,0.1324,0.0254,0.003,17,,,
rule_recover_uncovered_only,R8009_M8018:30:13,R8009_M8018,30,13,0.1372,0.1077,0.0239,0.0056,13,,,
rule_recover_uncovered_only,R8009_M8018:30:14,R8009_M8018,30,14,0.1243,0.0358,0.0763,0.0122,8,,,
rule_recover_uncovered_only,R8009_M8019:30:0,R8009_M8019,30,0,0.1031,0.0586,0.0391,0.0053,8,,,
rule_recover_uncovered_only,R8009_M8019:30:1,R8009_M8019,30,1,0.1226,0.0737,0.0328,0.016,13,,,
rule_recover_uncovered_only,R8009_M8019:30:2,R8009_M8019,30,2,0.1349,0.0802,0.0547,0.0,11,,,
rule_recover_uncovered_only,R8009_M8019:30:3,R8009_M8019,30,3,0.0844,0.0676,0.0147,0.0021,18,,,
rule_recover_uncovered_only,R8009_M8019:30:4,R8009_M8019,30,4,0.1361,0.0964,0.0397,0.0,15,,,
rule_recover_uncovered_only,R8009_M8019:30:5,R8009_M8019,30,5,0.131,0.0754,0.0556,0.0,4,,,
rule_recover_uncovered_only,R8009_M8019:30:6,R8009_M8019,30,6,0.1279,0.1205,0.0073,0.0,17,,,
rule_recover_uncovered_only,R8009_M8019:30:7,R8009_M8019,30,7,0.1894,0.1776,0.0118,0.0,17,,,
rule_recover_uncovered_only,R8009_M8019:30:8,R8009_M8019,30,8,0.0896,0.0655,0.0218,0.0022,9,,,
rule_recover_uncovered_only,R8009_M8019:30:9,R8009_M8019,30,9,0.1286,0.0568,0.0719,0.0,7,,,
rule_recover_uncovered_only,R8009_M8019:30:10,R8009_M8019,30,10,0.0728,0.0499,0.0229,0.0,8,,,
rule_recover_uncovered_only,R8009_M8019:30:11,R8009_M8019,30,11,0.054,0.0361,0.0179,0.0,7,,,
rule_recover_uncovered_only,R8009_M8019:30:12,R8009_M8019,30,12,0.0158,0.0112,0.0047,0.0,28,,,
rule_recover_uncovered_only,R8009_M8019:30:13,R8009_M8019,30,13,0.1754,0.1383,0.0371,0.0,13,,,
rule_recover_uncovered_only,R8009_M8019:30:14,R8009_M8019,30,14,0.1474,0.1352,0.0118,0.0003,17,,,
rule_recover_uncovered_only,R8009_M8020:30:0,R8009_M8020,30,0,0.1112,0.0847,0.0264,0.0,10,,,
rule_recover_uncovered_only,R8009_M8020:30:1,R8009_M8020,30,1,0.1045,0.0385,0.066,0.0,2,,,
rule_recover_uncovered_only,R8009_M8020:30:2,R8009_M8020,30,2,0.0744,0.0436,0.0295,0.0013,8,,,
rule_recover_uncovered_only,R8009_M8020:30:3,R8009_M8020,30,3,0.2146,0.1661,0.0326,0.0159,20,,,
rule_recover_uncovered_only,R8009_M8020:30:4,R8009_M8020,30,4,0.0918,0.0004,0.0914,0.0,2,,,
rule_recover_uncovered_only,R8009_M8020:30:5,R8009_M8020,30,5,0.105,0.0669,0.0372,0.001,4,,,
rule_recover_uncovered_only,R8009_M8020:30:6,R8009_M8020,30,6,0.1699,0.1638,0.0039,0.0022,17,,,
rule_recover_uncovered_only,R8009_M8020:30:7,R8009_M8020,30,7,0.1642,0.1388,0.021,0.0044,14,,,
rule_recover_uncovered_only,R8009_M8020:30:8,R8009_M8020,30,8,0.1134,0.0595,0.0509,0.003,8,,,
rule_recover_uncovered_only,R8009_M8020:30:9,R8009_M8020,30,9,0.0744,0.0224,0.0486,0.0034,2,,,
rule_recover_uncovered_only,R8009_M8020:30:10,R8009_M8020,30,10,0.1072,0.0758,0.0293,0.0021,12,,,
rule_recover_uncovered_only,R8009_M8020:30:11,R8009_M8020,30,11,0.0836,0.0557,0.0279,0.0,8,,,
rule_recover_uncovered_only,R8009_M8020:30:12,R8009_M8020,30,12,0.3227,0.2746,0.0197,0.0285,26,,,
rule_recover_uncovered_only,R8009_M8020:30:13,R8009_M8020,30,13,0.1099,0.0168,0.0931,0.0,5,,,
rule_recover_uncovered_only,R8009_M8020:30:14,R8009_M8020,30,14,0.1057,0.0227,0.083,0.0,3,,,
