choice_counts,clipped_slow_der,current_final_der,delta_vs_clipped_slow_pp,delta_vs_current,delta_vs_current_pp,description,feature_a,feature_b,final_der,improves_positive_recordings,meaningful_delta,negative_recordings_vs_clipped_slow,op_a,op_b,overlay_losses_vs_current,overlay_wins_vs_current,policy_id,policy_kind,positive_recordings_vs_clipped_slow,selected,selected_windows,source_coverage_windows,source_full_coverage,source_id,source_path,source_stale_gt_mismatch_windows,threshold_a,threshold_b,windows
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND fast_audio_speech_overrun_sec >= 28.95,audio_dynamic_range_db,fast_audio_speech_overrun_sec,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_fast_audio_speech_overrun_sec_>=_28.95_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,28.95,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND fast_audio_speech_ratio >= 11.9198,audio_dynamic_range_db,fast_audio_speech_ratio,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_fast_audio_speech_ratio_>=_11.9198_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,11.919811320754718,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND fast_audio_speech_ratio >= 11.9198,audio_dynamic_range_db,fast_audio_speech_ratio,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_fast_audio_speech_ratio_>=_11.9198_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,11.919811320754718,120
"{'current_final': 117, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 3}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_audio_p90_db <= -46.1869,audio_dynamic_range_db,prev_audio_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_audio_p90_db_<=_-46.1869_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,3,3,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-46.1869,120
"{'current_final': 117, 'diarizen-large-v2/diarizen-large-v2/spk_none': 3}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_audio_p90_db <= -46.1869,audio_dynamic_range_db,prev_audio_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_audio_p90_db_<=_-46.1869_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,3,3,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-46.1869,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_audio_p95_db <= -44.283,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_audio_p95_db_<=_-44.283_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-44.283,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_audio_p95_db <= -44.283,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_audio_p95_db_<=_-44.283_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-44.283,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_audio_p95_db <= -44.6449,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_audio_p95_db_<=_-44.6449_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-44.644850000000005,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_audio_p95_db <= -44.6449,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_audio_p95_db_<=_-44.6449_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-44.644850000000005,120
"{'current_final': 119, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 1}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_seg_diff >= 9,audio_dynamic_range_db,prev_seg_diff,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_seg_diff_>=_9_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,1,1,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,9.0,120
"{'current_final': 119, 'diarizen-large-v2/diarizen-large-v2/spk_none': 1}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND prev_seg_diff >= 9,audio_dynamic_range_db,prev_seg_diff,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_prev_seg_diff_>=_9_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,1,1,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,9.0,120
"{'current_final': 111, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 9}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986,audio_dynamic_range_db,,0.1649225,True,False,0,<=,,0,1,if_audio_dynamic_range_db_<=_11.2986_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,9,9,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,,120
"{'current_final': 111, 'diarizen-large-v2/diarizen-large-v2/spk_none': 9}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986,audio_dynamic_range_db,,0.1649225,True,False,0,<=,,0,1,if_audio_dynamic_range_db_<=_11.2986_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,9,9,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND audio_p90_db <= -45.9942,audio_dynamic_range_db,audio_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_audio_p90_db_<=_-45.9942_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-45.9942,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND audio_p90_db <= -45.9942,audio_dynamic_range_db,audio_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_audio_p90_db_<=_-45.9942_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-45.9942,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND fast_audio_speech_ratio >= 11.9198,audio_dynamic_range_db,fast_audio_speech_ratio,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_fast_audio_speech_ratio_>=_11.9198_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,11.919811320754718,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND fast_audio_speech_ratio >= 11.9198,audio_dynamic_range_db,fast_audio_speech_ratio,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_fast_audio_speech_ratio_>=_11.9198_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,11.919811320754718,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND prev_audio_p90_db <= -46.1869,audio_dynamic_range_db,prev_audio_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_prev_audio_p90_db_<=_-46.1869_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-46.1869,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND prev_audio_p90_db <= -46.1869,audio_dynamic_range_db,prev_audio_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_prev_audio_p90_db_<=_-46.1869_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-46.1869,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND prev_audio_p95_db <= -44.283,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_prev_audio_p95_db_<=_-44.283_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-44.283,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND prev_audio_p95_db <= -44.283,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_prev_audio_p95_db_<=_-44.283_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-44.283,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND prev_audio_p95_db <= -44.6449,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_prev_audio_p95_db_<=_-44.6449_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-44.644850000000005,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594 AND prev_audio_p95_db <= -44.6449,audio_dynamic_range_db,prev_audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.9594_AND_prev_audio_p95_db_<=_-44.6449_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,-44.644850000000005,120
"{'current_final': 109, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 11}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594,audio_dynamic_range_db,,0.1649225,True,False,0,<=,,0,1,if_audio_dynamic_range_db_<=_11.9594_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,11,11,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,,120
"{'current_final': 109, 'diarizen-large-v2/diarizen-large-v2/spk_none': 11}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.9594,audio_dynamic_range_db,,0.1649225,True,False,0,<=,,0,1,if_audio_dynamic_range_db_<=_11.9594_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,11,11,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.9594,,120
"{'current_final': 118, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 2}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db >= 21.5401 AND prev_audio_channel_activity_mean >= 3.6101,audio_dynamic_range_db,prev_audio_channel_activity_mean,0.1649225,True,False,0,>=,>=,0,1,if_audio_dynamic_range_db_>=_21.5401_AND_prev_audio_channel_activity_mean_>=_3.6101_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,2,2,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,21.5401,3.6101,120
"{'current_final': 118, 'diarizen-large-v2/diarizen-large-v2/spk_none': 2}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db >= 21.5401 AND prev_audio_channel_activity_mean >= 3.6101,audio_dynamic_range_db,prev_audio_channel_activity_mean,0.1649225,True,False,0,>=,>=,0,1,if_audio_dynamic_range_db_>=_21.5401_AND_prev_audio_channel_activity_mean_>=_3.6101_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,2,2,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,21.5401,3.6101,120
